2021-03-09 10:33:23,160 | ContentAnalyzer | INFO | **************************************
2021-03-09 11:12:12,886 | ContentAnalyzer | ERROR | Failed to check the token valid or not
2021-03-09 11:12:12,886 | ContentAnalyzer | DEBUG | {'error_description': 'CWWKS1405E: The introspect request did not have a token parameter. The request URI was /oidc/endpoint/ums/introspect.', 'error': 'invalid_request'}
2021-03-09 11:12:12,886 | ContentAnalyzer | ERROR | UMS token is required to upload the files
2021-03-09 11:12:12,886 | ContentAnalyzer | INFO | ADP API Sample tool ended. Processing time took 2 seconds, Disclaimer: This includes time to upload, download and delete and has nothing to do with actual processing time.
2021-03-09 11:15:24,108 | ContentAnalyzer | INFO | **************************************
2021-03-09 11:15:24,108 | ContentAnalyzer | INFO | ADP API Sample tool starting...
2021-03-09 11:15:24,109 | ContentAnalyzer | INFO | Logs can be found in the current directory, processing.log
2021-03-09 11:15:25,043 | ContentAnalyzer | INFO | Successfully got the token tOgQ1q70LxeAme5kercCisafFPPtxYESVcDQXSM4
2021-03-09 11:15:25,043 | ContentAnalyzer | INFO | Successfully generate ums token tOgQ1q70LxeAme5kercCisafFPPtxYESVcDQXSM4, continue
2021-03-09 11:15:25,043 | ContentAnalyzer | INFO | Uploading files
2021-03-09 11:15:25,312 | ContentAnalyzer | INFO | ums token provided is valid
2021-03-09 11:15:25,314 | ContentAnalyzer | INFO | Uploading /Users/xiaoying.gao@ibm.com/Desktop/SmartPages/code_local/testing/input/Police Report 6.pdf 
2021-03-09 11:15:34,013 | ContentAnalyzer | INFO | Uploading /Users/xiaoying.gao@ibm.com/Desktop/SmartPages/code_local/testing/input/Invoice Page 1.pdf 
2021-03-09 11:15:40,468 | ContentAnalyzer | INFO | Upload status reported in output.json
2021-03-09 11:15:40,468 | ContentAnalyzer | INFO | Done uploading 2 files
2021-03-09 11:15:40,468 | ContentAnalyzer | INFO | Ready to download output files...
2021-03-09 11:15:41,342 | ContentAnalyzer | INFO | ums token provided is valid
2021-03-09 11:15:41,343 | ContentAnalyzer | INFO | Loop 1
2021-03-09 11:15:41,343 | ContentAnalyzer | ERROR | We could not find any information to download files from.
2021-03-09 11:15:41,343 | ContentAnalyzer | ERROR | We could not find any information to download files from.
2021-03-09 11:15:41,344 | ContentAnalyzer | INFO | Done downloading all output files to your output_directory_path
2021-03-09 11:15:41,344 | ContentAnalyzer | INFO | Download status reported in output.json
2021-03-09 11:15:41,344 | ContentAnalyzer | INFO | Deleting files on the server
2021-03-09 11:23:59,234 | ContentAnalyzer | INFO | **************************************
2021-03-09 11:23:59,234 | ContentAnalyzer | INFO | ADP API Sample tool starting...
2021-03-09 11:23:59,234 | ContentAnalyzer | INFO | Logs can be found in the current directory, processing.log
2021-03-09 11:24:00,228 | ContentAnalyzer | INFO | Successfully got the token 3MQqS6BIg0Ost9yvwgJJEKj4ox0gf8z5Vc8cMto2
2021-03-09 11:24:00,228 | ContentAnalyzer | INFO | Successfully generate ums token 3MQqS6BIg0Ost9yvwgJJEKj4ox0gf8z5Vc8cMto2, continue
2021-03-09 11:24:00,228 | ContentAnalyzer | INFO | Uploading files
2021-03-09 11:24:00,491 | ContentAnalyzer | INFO | ums token provided is valid
2021-03-09 11:24:00,492 | ContentAnalyzer | INFO | Uploading /Users/xiaoying.gao@ibm.com/Desktop/SmartPages/code_local/testing/input/Police Report 6.pdf 
2021-03-09 11:24:08,024 | ContentAnalyzer | INFO | Uploading /Users/xiaoying.gao@ibm.com/Desktop/SmartPages/code_local/testing/input/Invoice Page 1.pdf 
2021-03-09 11:24:14,117 | ContentAnalyzer | INFO | Upload status reported in output.json
2021-03-09 11:24:14,117 | ContentAnalyzer | INFO | Done uploading 2 files
2021-03-09 11:24:14,117 | ContentAnalyzer | INFO | Ready to download output files...
2021-03-09 11:24:14,370 | ContentAnalyzer | INFO | ums token provided is valid
2021-03-09 11:24:14,371 | ContentAnalyzer | INFO | Loop 1
2021-03-09 11:24:14,371 | ContentAnalyzer | ERROR | We could not find any information to download files from.
2021-03-09 11:24:14,372 | ContentAnalyzer | ERROR | We could not find any information to download files from.
2021-03-09 11:24:14,373 | ContentAnalyzer | INFO | Done downloading all output files to your output_directory_path
2021-03-09 11:24:14,373 | ContentAnalyzer | INFO | Download status reported in output.json
2021-03-09 11:24:14,373 | ContentAnalyzer | INFO | Deleting files on the server
2021-03-09 11:24:14,662 | ContentAnalyzer | INFO | ums token provided is valid
2021-03-09 11:24:14,664 | ContentAnalyzer | INFO | Done deleting files on the server
2021-03-09 11:24:14,664 | ContentAnalyzer | INFO | Delete status reported in output.json
2021-03-09 11:24:14,664 | ContentAnalyzer | INFO | Updating report
2021-03-09 11:24:14,665 | ContentAnalyzer | INFO | Done updating report in the current directory, output.json
2021-03-09 11:24:14,665 | ContentAnalyzer | INFO | ADP API Sample tool ended. Processing time took 15 seconds, Disclaimer: This includes time to upload, download and delete and has nothing to do with actual processing time.
2021-03-09 11:35:11,197 | ContentAnalyzer | INFO | **************************************
2021-03-09 11:35:11,198 | ContentAnalyzer | INFO | ADP API Sample tool starting...
2021-03-09 11:35:11,198 | ContentAnalyzer | INFO | Logs can be found in the current directory, processing.log
2021-03-09 11:35:12,108 | ContentAnalyzer | INFO | Successfully got the token 563e5epSXICbmmIPhFGigZl4SGtLLVYOfT8AfgWv
2021-03-09 11:35:12,108 | ContentAnalyzer | INFO | Successfully generate ums token 563e5epSXICbmmIPhFGigZl4SGtLLVYOfT8AfgWv, continue
2021-03-09 11:35:12,108 | ContentAnalyzer | INFO | Uploading files
2021-03-09 11:35:12,369 | ContentAnalyzer | INFO | ums token provided is valid
2021-03-09 11:35:12,369 | ContentAnalyzer | INFO | Uploading /Users/xiaoying.gao@ibm.com/Desktop/SmartPages/code_local/testing/input/Police Report 6.pdf 
2021-03-09 11:35:21,029 | ContentAnalyzer | INFO | Uploading /Users/xiaoying.gao@ibm.com/Desktop/SmartPages/code_local/testing/input/Invoice Page 1.pdf 
2021-03-09 11:35:24,224 | ContentAnalyzer | INFO | Upload status reported in output.json
2021-03-09 11:35:24,224 | ContentAnalyzer | INFO | Done uploading 2 files
2021-03-09 11:35:24,224 | ContentAnalyzer | INFO | Ready to download output files...
2021-03-09 11:35:24,509 | ContentAnalyzer | INFO | ums token provided is valid
2021-03-09 11:35:24,510 | ContentAnalyzer | INFO | Loop 1
2021-03-09 11:35:24,510 | ContentAnalyzer | ERROR | We could not find any information to download files from.
2021-03-09 11:35:24,511 | ContentAnalyzer | ERROR | We could not find any information to download files from.
2021-03-09 11:35:24,511 | ContentAnalyzer | INFO | Done downloading all output files to your output_directory_path
2021-03-09 11:35:24,512 | ContentAnalyzer | INFO | Download status reported in output.json
2021-03-09 11:35:24,512 | ContentAnalyzer | INFO | Deleting files on the server
2021-03-09 11:35:24,887 | ContentAnalyzer | INFO | ums token provided is valid
2021-03-09 11:35:24,888 | ContentAnalyzer | INFO | Done deleting files on the server
2021-03-09 11:35:24,888 | ContentAnalyzer | INFO | Delete status reported in output.json
2021-03-09 11:35:24,888 | ContentAnalyzer | INFO | Updating report
2021-03-09 11:35:24,891 | ContentAnalyzer | INFO | Done updating report in the current directory, output.json
2021-03-09 11:35:24,891 | ContentAnalyzer | INFO | ADP API Sample tool ended. Processing time took 13 seconds, Disclaimer: This includes time to upload, download and delete and has nothing to do with actual processing time.
2021-03-09 11:53:17,541 | ContentAnalyzer | INFO | **************************************
2021-03-09 11:53:17,542 | ContentAnalyzer | INFO | ADP API Sample tool starting...
2021-03-09 11:53:17,542 | ContentAnalyzer | INFO | Logs can be found in the current directory, processing.log
2021-03-09 11:53:18,378 | ContentAnalyzer | INFO | Successfully got the token 0gtuxPTHV5x6krcxwyXTpGVGGWxy3G1M954jLPt4
2021-03-09 11:53:18,379 | ContentAnalyzer | INFO | Successfully generate ums token 0gtuxPTHV5x6krcxwyXTpGVGGWxy3G1M954jLPt4, continue
2021-03-09 11:53:18,379 | ContentAnalyzer | INFO | Uploading files
2021-03-09 11:53:18,648 | ContentAnalyzer | INFO | ums token provided is valid
2021-03-09 11:53:18,649 | ContentAnalyzer | INFO | Uploading /Users/xiaoying.gao@ibm.com/Desktop/SmartPages/code_local/testing/input/Police Report 6.pdf 
2021-03-09 11:53:23,123 | ContentAnalyzer | ERROR | HTTP error 400 occurred when uploading file: /Users/xiaoying.gao@ibm.com/Desktop/SmartPages/code_local/testing/input/Police Report 6.pdf 
2021-03-09 11:53:23,123 | ContentAnalyzer | ERROR | Error details: {'status': {'code': 400, 'messageId': 'CIWCA50002', 'message': 'Client Error'}, 'result': [{'status': {'code': 400, 'messageId': 'CIWCA11101', 'message': 'Invalid parameters passed in the Content Analyzer request'}, 'errors': [{'errorId': 'CIWCA16037', 'explanation': 'Parameters in responseType is invalid', 'action': 'Please provide a correct value: json, pdf, utf8'}]}]}
2021-03-09 11:53:23,124 | ContentAnalyzer | INFO | Uploading /Users/xiaoying.gao@ibm.com/Desktop/SmartPages/code_local/testing/input/Invoice Page 1.pdf 
2021-03-09 11:53:27,425 | ContentAnalyzer | ERROR | HTTP error 400 occurred when uploading file: /Users/xiaoying.gao@ibm.com/Desktop/SmartPages/code_local/testing/input/Invoice-Page-1.pdf 
2021-03-09 11:53:27,425 | ContentAnalyzer | ERROR | Error details: {'status': {'code': 400, 'messageId': 'CIWCA50002', 'message': 'Client Error'}, 'result': [{'status': {'code': 400, 'messageId': 'CIWCA11101', 'message': 'Invalid parameters passed in the Content Analyzer request'}, 'errors': [{'errorId': 'CIWCA16037', 'explanation': 'Parameters in responseType is invalid', 'action': 'Please provide a correct value: json, pdf, utf8'}]}]}
2021-03-09 11:53:27,426 | ContentAnalyzer | INFO | Upload status reported in output.json
2021-03-09 11:53:27,426 | ContentAnalyzer | ERROR | Errors occurred during upload.
2021-03-09 11:53:27,426 | ContentAnalyzer | INFO | Ready to download output files...
2021-03-09 11:53:27,676 | ContentAnalyzer | INFO | ums token provided is valid
2021-03-09 11:53:27,676 | ContentAnalyzer | INFO | Loop 1
2021-03-09 11:53:27,677 | ContentAnalyzer | ERROR | No results available to download.
2021-03-09 11:53:27,677 | ContentAnalyzer | INFO | Deleting files on the server
2021-03-09 11:53:28,037 | ContentAnalyzer | INFO | ums token provided is valid
2021-03-09 11:53:28,037 | ContentAnalyzer | ERROR | No results found that needs deleting.
2021-03-09 11:53:28,038 | ContentAnalyzer | INFO | Updating report
2021-03-09 11:53:28,039 | ContentAnalyzer | INFO | Done updating report in the current directory, output.json
2021-03-09 11:53:28,039 | ContentAnalyzer | INFO | ADP API Sample tool ended. Processing time took 10 seconds, Disclaimer: This includes time to upload, download and delete and has nothing to do with actual processing time.
2021-03-09 11:54:07,595 | ContentAnalyzer | INFO | **************************************
2021-03-09 11:54:07,595 | ContentAnalyzer | INFO | API Sample tool readConfigJSON starting...
2021-03-09 11:54:07,595 | ContentAnalyzer | INFO | Logs can be found in the current directory, processing.log
2021-03-09 11:54:07,596 | ContentAnalyzer | INFO | No errors found in configuration file
2021-03-09 11:55:41,122 | ContentAnalyzer | INFO | **************************************
2021-03-09 11:55:41,122 | ContentAnalyzer | INFO | API Sample tool readConfigJSON starting...
2021-03-09 11:55:41,122 | ContentAnalyzer | INFO | Logs can be found in the current directory, processing.log
2021-03-09 11:55:41,122 | ContentAnalyzer | INFO | No errors found in configuration file
2021-03-09 12:03:46,979 | ContentAnalyzer | INFO | **************************************
2021-03-09 12:03:46,980 | ContentAnalyzer | INFO | API Sample tool readConfigJSON starting...
2021-03-09 12:03:46,980 | ContentAnalyzer | INFO | Logs can be found in the current directory, processing.log
2021-03-09 12:03:46,980 | ContentAnalyzer | ERROR | utf9 cannot be in output_options. Only json, pdf supported
2021-03-09 12:03:46,980 | ContentAnalyzer | INFO | No errors found in configuration file
2021-03-09 12:04:30,275 | ContentAnalyzer | INFO | **************************************
2021-03-09 12:04:30,275 | ContentAnalyzer | INFO | API Sample tool readConfigJSON starting...
2021-03-09 12:04:30,276 | ContentAnalyzer | INFO | Logs can be found in the current directory, processing.log
2021-03-09 12:04:30,276 | ContentAnalyzer | ERROR | utf9 cannot be in output_options. Only json, pdf supported
2021-03-09 12:05:03,876 | ContentAnalyzer | INFO | **************************************
2021-03-09 12:05:03,876 | ContentAnalyzer | INFO | API Sample tool readConfigJSON starting...
2021-03-09 12:05:03,876 | ContentAnalyzer | INFO | Logs can be found in the current directory, processing.log
2021-03-09 12:05:27,302 | ContentAnalyzer | INFO | **************************************
2021-03-09 12:05:27,302 | ContentAnalyzer | INFO | ADP API Sample tool starting...
2021-03-09 12:05:27,302 | ContentAnalyzer | INFO | Logs can be found in the current directory, processing.log
2021-03-09 12:05:28,229 | ContentAnalyzer | INFO | Successfully got the token imripFTTvQrqwfLFXscTQTi801vDBLHRxRcHW8Zl
2021-03-09 12:05:28,229 | ContentAnalyzer | INFO | Successfully generate ums token imripFTTvQrqwfLFXscTQTi801vDBLHRxRcHW8Zl, continue
2021-03-09 12:05:28,229 | ContentAnalyzer | INFO | Uploading files
